"","Length","Iteration"
"1",76.1073934941601,1
"2",17.0685814156109,1
"3",5.34041383060259,1
"4",22.7113154706834,1
"5",43.1129261623367,1
"6",1.66356724396351,1
"7",6.44672492951139,1
"8",33.1841971065305,1
"9",10.0177878351228,1
"10",2.0642909178045,1
"11",8.04678498930389,1
"12",10.7027047215891,1
"13",0.247471267892081,1
"14",109.486155468125,2
"15",93.9919429120696,2
"16",13.214056700496,2
"17",0.833779709427176,2
"18",290.305721715638,3
"19",39.9450056480014,4
"20",14.7640234846213,4
"21",0.0629178762434321,4
"22",12.3306476493212,4
"23",12.3779909102776,4
"24",278.615098189589,5
"25",11.6820101309457,5
"26",55.2351009398217,6
"27",2.64801638074361,6
"28",3.94856533928038,6
"29",132.085333360573,7
"30",29.2919631223291,7
"31",0.959886060794446,7
"32",3.85268672570777,7
"33",60.2656422029769,8
"34",0.0395693768282257,8
"35",11.1710774453068,8
"36",5.19157586960637,8
"37",1.69068850849064,8
"38",55.2147942091423,9
"39",1.23769770099116,9
"40",22.4910415274988,9
"41",0.324720514077868,9
"42",74.7162546105498,10
"43",24.9430179426592,10
"44",0.799658654440861,10
"45",86.3428924117345,11
"46",10.4351735947429,11
"47",119.072244150058,12
"48",25.4412323129622,12
"49",58.9264748099008,13
"50",5.08135029523353,13
"51",0.348377385839299,13
"52",4.30679114807475,13
"53",61.306679396969,14
"54",2.06139308986612,14
"55",15.0666916948256,14
"56",1.87802646055142,14
"57",3.34914796555039,14
"58",74.9119152418736,15
"59",56.5320373431821,15
"60",69.684482298314,16
"61",7.85891733370092,16
"62",76.8408618545107,17
"63",1.79862288481132,17
"64",6.99543119356976,17
"65",4.86156957366939,17
"66",2.7924126172382,17
"67",180.818067269434,18
"68",183.401837568314,19
"69",2.93058882541402,19
"70",14.1415813342247,19
"71",27.7314966730655,20
"72",27.6235957573567,20
"73",111.08064741542,21
"74",2.37012209953323,21
"75",9.73792324262951,21
"76",13.3549969553331,21
"77",1.80375091534691,21
"78",16.9845648761259,21
"79",28.0078469936916,21
"80",6.0126889168084,21
"81",2.80349300231052,21
"82",43.3888794781477,21
"83",54.2063377296054,22
"84",130.218547062795,23
"85",9.84571691954017,23
"86",3.99245697906719,23
"87",10.7204906934726,23
"88",30.3579701546503,23
"89",71.263626093511,24
"90",2.57490201443264,24
"91",5.37524531336072,24
"92",54.4157146899025,25
"93",0.732948171604022,25
"94",8.12079584230965,25
"95",15.3983277977748,25
"96",21.2564996594983,25
"97",2.25872927686916,25
"98",8.66014736693265,25
"99",121.015905332369,26
"100",5.93992554867745,26
"101",62.5322185406674,27
"102",12.6948221331382,27
"103",0.826682645066924,27
"104",51.7572259684091,28
"105",4.53001834582385,28
"106",56.6900120107976,29
"107",0.0486188313555118,29
"108",73.7418566898153,30
"109",4.45383116077475,30
"110",12.6560365646027,30
"111",0.328746814121132,30
"112",68.4859184674694,31
"113",29.9422137038583,31
"114",17.2472647503154,31
"115",10.484704140071,31
"116",1.14302805394971,31
"117",2.50460590297334,31
"118",103.614952668309,32
"119",41.2100023796182,32
"120",4.4788301371614,32
"121",67.3311620203513,33
"122",39.2540785189459,33
"123",57.4306807806884,33
"124",0.959077984599645,33
"125",0.799224234439407,33
"126",53.1278316170449,33
"127",11.1167525280522,33
"128",0.380345568193093,33
"129",6.55781154429019,33
"130",85.5863516784103,34
"131",8.43129586009161,34
"132",61.8335006064923,35
"133",11.2618313091854,35
"134",1.93192672128301,35
"135",27.2359341530256,35
"136",1.6718691081888,35
"137",123.696538812775,36
"138",28.3691346226495,36
"139",3.81511138521071,36
"140",73.9771932755782,37
"141",25.6959105431084,37
"142",5.38134765445015,37
"143",126.693793108696,38
"144",3.92218946436327,38
"145",1.80011690383895,38
"146",16.8679020073801,38
"147",79.3645454995731,39
"148",84.9824380665807,40
"149",49.7993136124971,41
"150",27.7769714822422,41
"151",57.5341547951473,41
"152",171.231284205806,42
"153",18.3463934229455,42
"154",44.140667536553,42
"155",5.30302692420167,42
"156",0.114068985000699,42
"157",6.08242401331097,42
"158",31.3678677111595,42
"159",12.9120830544169,42
"160",9.38202893209774,42
"161",9.57230141150632,42
"162",40.0241035599663,43
"163",34.3012240469422,43
"164",4.38802592397417,43
"165",9.25067249575895,43
"166",4.8626187891569,43
"167",17.8057751444507,43
"168",92.9282063508367,44
"169",2.45727622698926,44
"170",21.5258914065502,44
"171",10.6653881711322,44
"172",1.01755431482451,44
"173",4.6307231906558,44
"174",59.3151166192715,45
"175",137.051379556864,46
"176",13.4105837734154,46
"177",24.2986892164933,46
"178",0.750701797969384,46
"179",97.7039282465095,47
"180",18.7524756304936,47
"181",13.0521863537498,47
"182",1.1344558103801,47
"183",17.168324528555,47
"184",15.9493047462466,47
"185",4.27745049818077,47
"186",2.29851887223759,47
"187",59.5251971290747,48
"188",0.769850040184963,48
"189",4.27696758721956,48
"190",110.062988540815,49
"191",6.83162806182273,49
"192",193.500891740869,50
"193",2.61479946766437,50
"194",58.9104804298519,51
"195",12.9370943325077,51
"196",99.0221889080122,52
"197",8.65939813002512,52
"198",20.3528351580781,52
"199",0.03634601494187,52
"200",109.394838876462,53
"201",1.35751803460983,53
"202",13.7231799208695,53
"203",5.89125615628473,53
"204",75.8550155321369,54
"205",8.09749591351228,54
"206",33.4137648115393,54
"207",1.18875754817861,54
"208",1.62852236435779,54
"209",9.30510115608377,54
"210",83.036742566032,55
"211",15.1639518196035,55
"212",0.787052801429581,55
"213",59.334857763404,56
"214",3.50630335592056,56
"215",5.08523773983708,56
"216",101.184009480021,57
"217",6.75347160968744,57
"218",7.59440366430881,57
"219",44.7514947227385,58
"220",11.233210498293,58
"221",3.58837246985871,58
"222",129.971393537782,59
"223",0.474849644232165,59
"224",8.28610370642897,59
"225",57.3024243044481,60
"226",6.58685600420391,60
"227",63.0348458221613,61
"228",3.22796763713369,61
"229",110.528651784493,62
"230",3.31706499955862,62
"231",2.41409174464229,62
"232",129.921876892209,63
